ds,y_true,y_pred,error,residual
2023-02-28,1.05737,1.06089,-0.0035200000000001,-0.0035200000000001
2023-05-09,1.09597,1.10035,-0.00438,-0.00438
2023-07-18,1.12275,1.12398,-0.00123,-0.00123
2023-09-26,1.05706,1.05919,-0.0021300000000001,-0.0021300000000001
