ds,y_true,y_pred,error,residual
2023-02-28,1.05737,0.0,1.05737,1.05737
2023-05-09,1.0959699999999999,0.0,1.0959699999999999,1.0959699999999999
2023-07-18,1.12275,0.0,1.12275,1.12275
2023-09-26,1.0570599999999999,0.0,1.0570599999999999,1.0570599999999999
