ds,y_true,y_pred,error,residual
2023-02-28,1.05737,1.06089,-0.0035200000000001896,-0.0035200000000001896
2023-05-09,1.0959699999999999,1.10035,-0.0043800000000000505,-0.0043800000000000505
2023-07-18,1.12275,1.12398,-0.0012300000000000644,-0.0012300000000000644
2023-09-26,1.0570599999999999,1.05919,-0.0021300000000001873,-0.0021300000000001873
