ds,y_true,y_pred,error,residual
2023-03-01,1.06686,0.0,1.06686,1.06686
2023-04-05,1.09051,0.0,1.09051,1.09051
2023-05-10,1.09826,0.0,1.09826,1.09826
2023-06-14,1.08305,0.0,1.08305,1.08305
2023-07-19,1.12012,0.0,1.12012,1.12012
2023-08-23,1.08628,0.0,1.08628,1.08628
2023-09-27,1.05035,0.0,1.05035,1.05035
2023-11-01,1.05661,0.0,1.05661,1.05661
